Identifier,Title#1,Description#1,Description Type#1,Description#2,Description Type#2,Description#3,Description Type#3,Subject#1,Subject Type#1,Subject#10,Subject Type#10,Subject#11,Subject Type#11,Subject#12,Subject Type#12,Subject#13,Subject Type#13,Subject#14,Subject Type#14,Subject#15,Subject Type#15,Subject#16,Subject Type#16,Subject#17,Subject Type#17,Subject#18,Subject Type#18,Subject#19,Subject Type#19,Subject#2,Subject Type#2,Subject#3,Subject Type#3,Subject#4,Subject Type#4,Subject#5,Subject Type#5,Subject#6,Subject Type#6,Subject#7,Subject Type#7,Subject#8,Subject Type#8,Subject#9,Subject Type#9,Source#1,Creator#1,Creator Type#1,Contributor#1,Contributor Type#1,Contributor#2,Contributor Type#2,Contributor#3,Contributor Type#3,Contributor#4,Contributor Type#4,Contributor#5,Contributor Type#5,Contributor#6,Contributor#7,Rights,Date#1,Format Medium#1,Format Media Type#1,Language#1,Language#2,Language#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
narv_#13Unidentified2,Sound recording #13 - Part 2,Continues 'Sound recording #13 - Part 1.' Some music plays over a radio transmission signal and static.,Abstract,0:00 Audio file begins 08:31 End,SegmentSequence,,,Sound -- Recording and reproducing,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_#13Unidentified2,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1086035,4606,%2313+unidentified+-2.jpg
narv_#14Baillie5-13-75_1,Bruce Baillie and Stan Brakhage lecture - Part 1,"Bruce Baillie describes one of his films. He shows some film clips, including one of a fire in Baillie's hometown and another of wheat harvesting in Washington. Baillie explains what tools he prefers to work with when creating films. He says he is working on one entitled 'Roslyn Romance' and recalls the inspiration for it. Then he describes his filmmaking process. Stan Brakhage talks about reading poems. He recalls his childhood. Brakhage compares his taste in film to Baillie's. Brakhage describes the making of Baillie's film 'Quick Billy.' He describes going to Baillie's home. Continued on 'Bruce Baillie and Stan Brakhage lecture - Part 2.'",Abstract,00:02 Bruce Baillie begins 37:10 Baillie ends 37:23 Stan Brakhage begins 1:00:33 End,SegmentSequence,"Course title: History of Film: Sex/Death, Eisenstein, Etcetera, School of the Art Institute of Chicago",Venue,"Baillie, Bruce, 1931-",naf,,,,,,,,,,,,,,,,,,,,,Filmmaking (Motion pictures),lcsh,Experimental films -- United States,lcsh,Motion pictures -- Production and direction,lcsh,"Brakhage, Stan",naf,Roslyn Romance (Motion picture),,Quick Billy (Motion picture),,,,,,narv_#14Baillie5-13-75_1,"Brakhage, Stan",naf,"Baillie, Bruce, 1931-",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,5/13/1975,audio/mp3,Sound,English,,,1095329,4606,%2314+Baillie+5-13-75+-1.jpg
narv_#14CharlesOlsonPoetry,Charles Olson on Poetry,"Charles Olson laments the constant use of subjects and ""affect"" in poetry and cites Ed Sanders as one of the contributors to this trend. He describes his book 'Maximus from Dogtown.' Olson mentions Gertrude Stein's book 'The Geographical History of America.' He briefly describes various poems by various authors. Olson tells some personal stories about Ed Sanders. He reads some of his poems, including 'Maximus to Gloucester,' 'Letter 27,' 'The Ridge,' 'Maximus, in Gloucester Sunday,' 'LXV and reads one of his letters. The lecture was given at Southern University of New York College at Cortland.",Abstract,00:26 Charles Olson begins 55:35 End,SegmentSequence,,,"Olson, Charles, 1910-1970",naf,,,,,,,,,,,,,,,,,,,,,"Sanders, Ed",naf,"Olson, Charles, 1910-1970. Maximus, from Dogtown",lcsh,Poetry,lcsh,,,,,,,,,,,narv_#14CharlesOlsonPoetry,"Brakhage, Stan",naf,"Olson, Charles, 1910-1970",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1967,audio/mp3,Sound,English,,,1086037,4606,%2314+Charles+Olson+-+Poetry.jpg
narv_#15Baillie5-13-75_2,Bruce Baillie and Stan Brakhage lecture - Part 2,Continues 'Bruce Baillie and Stan Brakhage lecture - Part 1.' Stan Brakhage compares West Coast and East Coast differences in film.,Abstract,00:00 Questions from the audience begin 07:47 End,SegmentSequence,"Course title: History of Film: Sex/Death, Eisenstein, Etcetera, School of the Art Institute of Chicago",Venue,Experimental films -- United States,lcsh,,,,,,,,,,,,,,,,,,,,,Motion picture industry -- United States,lcsh,Motion pictures -- United States -- Production and direction,lcsh,Motion pictures -- United States -- History -- 20th century,lcsh,,,,,,,,,,,narv_#15Baillie5-13-75_2,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,5/13/1975,audio/mp3,Sound,English,,,1095330,4606,%2315+Baillie+5-13-75+-2.jpg
narv_#15LectureAtJohnsHopkins1,Stan Brakhage Lecture at Johns Hopkins - Part 1,"Stan Brakhage discusses showing films at universities. He proposes issuing avant-garde films in the 8mm format for home and museum collections. He mentions his deal with Grove Press to market 8mm versions of his film 'Window water baby moving.' He then talks about the difficulty of getting others into art, using poetry as an example. Brakhage describes his film 'Scenes from under childhood' and talks about the interplay of image and sound. Finally, he discusses content in art, various mediums of art, and what the life of an artist is like with the audience. He also comments on the creation of his film 'Mothlight.' Paul Sharitz is in attendance and speaks during the 'questions from the audience' session. Continued on 'Stan Brakhage Lecture at Johns Hopkins - Part 2.'",Abstract,00:00 Stan Brakhage begins 32:15 Brakhage ends 32:16 Discussion with the audience begins 01:04:19 End,SegmentSequence,Johns Hopkins University,Venue,Artists,lcsh,,,,,,,,,,,,,,,,,,,,,Artists as teachers,lcsh,Art -- Philosophy,lcsh,Window water baby moving (Motion picture),,"Scenes from under childhood, Part 1 (Motion picture)",,Mothlight (Motion picture),,Sound in motion pictures,lcsh,,,,,narv_#15LectureAtJohnsHopkins1,"Brakhage, Stan",naf,"Sharits, Paul",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1968-03,audio/mp3,Sound,English,,,1086039,4606,%2315+Lecture+At+Johns+Hopkins+-1.jpg
narv_#15LectureAtJohnsHopkins2,Stan Brakhage Lecture at Johns Hopkins - Part 2,Continues 'Stan Brakhage Lecture at Johns Hopkins - Part 1.' Stan Brakhage discusses how artists are treated in society. He reveals some future works currently in progress. He discusses the cost of making films and how much films sell for. Brakhage also mentions that films should be readily available to everyone and that art schools should teach art with the same discipline seen in science classes. The lecture concludes with audio from one of Brakhage's films.,Abstract,00:00 Stan Brakhage begins 02:34 Brakhage ends 02:38 Discussion with the audience begins 17:52 Discussion with the audience ends 19:45 Clip from film begins 1:04:26 End,SegmentSequence,Johns Hopkins University,Venue,Motion Pictures -- Study and teaching (Higher) -- United States,lcsh,,,,,,,,,,,,,,,,,,,,,Artists -- United States -- Attitudes,lcsh,Motion pictures -- United States -- Production and direction,lcsh,Sound in motion pictures,lcsh,,,,,,,,,,,narv_#15LectureAtJohnsHopkins2,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1968-03,audio/mp3,Sound,English,,,1086041,4606,%2315+Lecture+At+Johns+Hopkins+-2.jpg
narv_#16Ergodos1TapeA,Ergodos 1 (Tape A) - music by James Tenney,James Tenney's 'Ergodos 1' plays. Note: See also 'Ergodos 1 (Tape B) - music by James Tenney.',Abstract,00:00 Audio clip begins 31:45 End,SegmentSequence,,,"Tenney, James",naf,,,,,,,,,,,,,,,,,,,,,Computer music,lcsh,Electronic music,lcsh,Avant-garde (Music) -- United States,lcsh,Ergodos I for John Cage,,Composers -- United States -- 20th century,lcsh,,,,,,,narv_#16Ergodos1TapeA,"Brakhage, Stan",naf,"Tenney, James",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1086043,4606,%2316+Ergodos+I+tape+A.jpg
narv_#16Gunvor5-25-76,Stan Brakhage on Gunvor Nelson,"Stan Brakhage talks about the work of Swedish filmmaker Gunvor Nelson. Nelson describes the creation of her films 'Schmeerguntz' and 'Take Off.' She says that straight scene cuts are ""violent"" and that she prefers using other forms. Nelson ponders whether she might be taking too many risks with her films. Then she describes her family, particularly her sister and her grandparents. Nelson talks about her creative process and describes her work in photography.",Abstract,00:00 Stan Brakhage begins 01:47 Brakhage ends 01:48 Gunvor Nelson begins 09:19 Nelson ends 09:46 Questions from the audience begin 1:04:00 End,SegmentSequence,"Course title: History of Film: “I as Eye” (Film and First Person Singular), School of the Art Institute of Chicago",Venue,"Nelson, Gunvor",naf,,,,,,,,,,,,,,,,,,,,,Independent filmmakers,lcsh,Experimental films,lcsh,Filmmaking (Motion pictures),lcsh,Take off (Motion picture),,Schmeerguntz (Motion picture),,Photographers -- Sweden,lcsh,,,,,narv_#16Gunvor5-25-76,"Brakhage, Stan",naf,"Nelson, Gunvor",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,5/25/1976,audio/mp3,Sound,English,,,1095324,4606,%2316+Gunvor+5-25-76.jpg
narv_#17InterviewKRMA,Stan Brakhage interview on KRMA,"Don Roberts gives a brief summary of Stan Brakhage's life and achievements. A short film by Brakhage, which is a ""visual representation"" of Jean-Paul Sartre's novel 'Nausea,' plays. Brakhage discusses intentions in his artwork. He mentions some of the effects used in his film. Brakhage has a discussion about light. He answers questions about visions and sight. Brakhage argues the need for people to ""like"" art interferes with their ability to appreciate it.",Abstract,00:23 Newscaster begins 00:34 Newscaster ends 00:35 Don Roberts begins 03:46 Roberts ends 03:48 Clip from film begins 07:34 Clip from film ends 07:35 Roberts begins 07:59 Roberts ends 08:00 Stan Brakhage begins 20:30 Brakhage ends 20:31 Discussion between the speakers begins 28:13 End,SegmentSequence,,,Art -- Philosophy,lcsh,,,,,,,,,,,,,,,,,,,,,Filmmaking (Motion pictures),lcsh,Experimental films,lcsh,"Brakhage, Stan -- Interviews",naf,"Sartre, Jean-Paul, 1905-1980",naf,La nausée,,Vision -- Philosophy,lcsh,,,,,narv_#17InterviewKRMA,"Brakhage, Stan",naf,"Roberts, Don",,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086045,4606,%2317+Interview+KRMA.jpg
narv_#17MadTea1952-3,Mad Tea 1952 - Part 3,"A clip of the tea party scene from a play adaptation of 'Alice in Wonderland' begins. Two people read the dialogue from Robert Frost's 'The Death of the Hired Man.' A clip from William Shakespeare's 'Henry V' plays, then a clip from another one plays. A radio recording of a play adaptation of 'This Side of Paradise' plays. A clip from Shakespeare's 'Hamlet' plays. Note: These are likely excerpts from literary adaptations penned by Brakhage, while he was at South High School Denver. Note: Part 1 and 2 may not exist in this collection.",Abstract,00:00 'Alice in Wonderland' begins 04:49 Alice in Wonderland ends 05:04 'The Death of the Hired Man' begins 11:44 'The Death of the Hired Man' ends 11:49 'Henry V' begins 17:16 'Henry V' ends 17:29 Audio clip begins 23:02 Audio clip ends 23:05 'This Side of Paradise' begins 28:32 'This Side of Paradise' ends 28:33 'Hamlet' begins 29:22 End,SegmentSequence,,,Performing arts,lcsh,,,,,,,,,,,,,,,,,,,,,Amateur theater -- United States,lcsh,"Brakhage, Stan",naf,"Brakhage, Stan",naf,,,,,,,,,,,narv_#17MadTea1952-3,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1952,audio/mp3,Sound,English,,,1095325,4606,%2317+Mad+Tea+1952-3+%EF%80%A5.jpg
narv_#17Soundpoem1952-3,Soundpoem 1952 - Part 3,"A crackling sound can be heard, followed by an electronic screech accompanied by wind. A man is whistling. Some tapping is heard, which gets louder and faster. Someone occasionally plays discordant keys on a piano. Glasses can be heard clinking, which is accompanied by a buzzing noise. Some rustling noises can be heard, followed by electronic sounds and clanking metal. Some rhythmic electronic noise plays. A sound similar to a bell ringing plays. Note: Part 1 and 2 may not exist in this collection.'",Abstract,00:00 Audio clip begins 13:34 End,SegmentSequence,,,Sound in art,lcsh,,,,,,,,,,,,,,,,,,,,,Sound -- Recording and reproducing,lcsh,Sound effects,lcsh,Electronic music,lcsh,Avant-garde (Music),lcsh,,,,,,,,,narv_#17Soundpoem1952-3,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1952-03,audio/mp3,Sound,English,,,1095326,4606,%2317+Soundpoem+1952-3+%EF%80%A5.jpg
narv_#18JeromeHill,Stan Brakhage and Jerome Hill,"Stan Brakhage and Jerome Hill discuss Hill's film 'Film Portrait'. They discuss the concept of death. Hill gives an autobiography, including how he became interested in film and painting. Brakhage and Hill describe some of the influences on Hill's work. Hill describes the name given to him by the Blackfoot Indians. He recalls making 'Magic Umbrella.' Hill and Brakhage discuss alchemy. Brakhage tells a personal story about going to Hollywood. Brakhage and Hill discuss Robert J. Flaherty. Hill mentions some of the independent films he has seen recently. Hill and Brakhage look at some of Hill's paintings.",Abstract,00:00 Discussion between the speakers begins 1:23:41 Discussion between the speakers ends 1:24:14 Discussion between the speakers begins 1:36:25 End,SegmentSequence,,,Artists,lcsh,,,,,,,,,,,,,,,,,,,,,Death -- Psychological aspects,lcsh,"Hill, Jerome, 1905-1972",naf,Independent filmmakers,lcsh,"Flaherty, Robert Joseph, 1884-1951",naf,Film portrait (Motion picture),,Magic Umbrella (Motion picture),,"Hollywood (Los Angeles, Calif.)",lcsh,Alchemy,lcsh,narv_#18JeromeHill,"Brakhage, Stan",naf,"Hill, Jerome, 1905-1972",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086047,4606,%2318+Jerome+Hill.jpg
